1059000	Schleswig-Flensburg	2071.13	199503	Schleswig	2	1059000	Schleswig-Flensburg/Flensburg	1	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	102	Schleswig-Holstein Nord	3	Ländliche Region	4	Flensburg	10	Schleswig-Holstein	DEF0C	Schleswig-Flensburg	DEF0	Schleswig-Holstein	1	Schleswig-Holstein	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
1060000	Segeberg	1344.4	274025	Bad Segeberg	2	1060000	Segeberg	0	2	3	Ländlicher Kreis mit Verdichtungsansätzen	2	Ländlicher Raum	104	Schleswig-Holstein Süd	2	Region mit Verstädterungsansätzen	8	Hamburg	10	Schleswig-Holstein	DEF0D	Segeberg	DEF0	Schleswig-Holstein	1	Schleswig-Holstein	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
1061000	Steinburg	1055.7	131613	Itzehoe	2	1061000	Steinburg	0	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	105	Schleswig-Holstein Süd-West	3	Ländliche Region	3	Itzehoe	10	Schleswig-Holstein	DEF0E	Steinburg	DEF0	Schleswig-Holstein	1	Schleswig-Holstein	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
1062000	Stormarn	766.32	242472	Bad Oldesloe	2	1062000	Stormarn	0	2	2	Städtischer Kreis	1	Städtischer Raum	104	Schleswig-Holstein Süd	2	Region mit Verstädterungsansätzen	8	Hamburg	10	Schleswig-Holstein	DEF0F	Stormarn	DEF0	Schleswig-Holstein	1	Schleswig-Holstein	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
2000000	Hamburg, Stadt	755.3	1830584	Hamburg	1	2000000	Hamburg, Stadt	0	1	1	kreisfreie Großstadt	1	Städtischer Raum	201	Hamburg	1	Städtische Region	8	Hamburg	20	Hamburg	DE600	Hamburg	DE60	Hamburg	2	Hamburg	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3101000	Braunschweig, Stadt	192.7	248023	Braunschweig	1	3101000	Braunschweig, Stadt	0	1	1	kreisfreie Großstadt	1	Städtischer Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	9	Braunschweig	30	Niedersachsen	DE911	Braunschweig, Kreisfreie Stadt	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3102000	Salzgitter, Stadt	224.49	104548	Salzgitter	1	3102000	Salzgitter, Stadt	0	1	1	kreisfreie Großstadt	1	Städtischer Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	10	Salzgitter	30	Niedersachsen	DE912	Salzgitter, Kreisfreie Stadt	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3103000	Wolfsburg, Stadt	204.61	123914	Wolfsburg	1	3103000	Wolfsburg, Stadt	0	1	1	kreisfreie Großstadt	1	Städtischer Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	11	Wolfsburg	30	Niedersachsen	DE913	Wolfsburg, Kreisfreie Stadt	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3151000	Gifhorn	1567.58	175079	Gifhorn	2	3151000	Gifhorn	0	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	11	Wolfsburg	30	Niedersachsen	DE914	Gifhorn	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3153000	Goslar	966.74	137563	Goslar	2	3153000	Goslar	0	2	3	Ländlicher Kreis mit Verdichtungsansätzen	2	Ländlicher Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	13	Goslar	30	Niedersachsen	DE916	Goslar	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3154000	Helmstedt	676.11	91720	Helmstedt	2	3154000	Helmstedt	0	2	3	Ländlicher Kreis mit Verdichtungsansätzen	2	Ländlicher Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	14	Helmstedt	30	Niedersachsen	DE917	Helmstedt	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3155000	Northeim	1268.76	133046	Northeim	2	3155000	Northeim	0	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	305	Göttingen	2	Region mit Verstädterungsansätzen	15	Einbeck	30	Niedersachsen	DE918	Northeim	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3157000	Peine	536.5	133368	Peine	2	3157000	Peine	0	2	2	Städtischer Kreis	1	Städtischer Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	9	Braunschweig	30	Niedersachsen	DE91A	Peine	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3158000	Wolfenbüttel	724.29	120437	Wolfenbüttel	2	3158000	Wolfenbüttel	0	2	3	Ländlicher Kreis mit Verdichtungsansätzen	2	Ländlicher Raum	301	Braunschweig	2	Region mit Verstädterungsansätzen	9	Braunschweig	30	Niedersachsen	DE91B	Wolfenbüttel	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3159000	Göttingen	1755.53	328036	Göttingen	2	3159000	Göttingen	0	2	2	Städtischer Kreis	1	Städtischer Raum	305	Göttingen	2	Region mit Verstädterungsansätzen	12	Göttingen/Osterode	30	Niedersachsen	DE91C	Göttingen	DE91	Braunschweig	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3241000	Region Hannover	2297.13	1152675	Hannover	2	3241000	Region Hannover	0	2	2	Städtischer Kreis	1	Städtischer Raum	307	Hannover	1	Städtische Region	17	Hannover	30	Niedersachsen	DE929	Region Hannover	DE92	Hannover	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3251000	Diepholz	1990.97	216012	Diepholz	2	3251000	Diepholz/Delmenhorst	1	2	3	Ländlicher Kreis mit Verdichtungsansätzen	2	Ländlicher Raum	302	Bremen-Umland	2	Region mit Verstädterungsansätzen	18	Sulingen	30	Niedersachsen	DE922	Diepholz	DE92	Hannover	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3252000	Hameln-Pyrmont	797.53	148296	Hameln	2	3252000	Hameln-Pyrmont	0	2	3	Ländlicher Kreis mit Verdichtungsansätzen	2	Ländlicher Raum	308	Hildesheim	2	Region mit Verstädterungsansätzen	19	Hameln	30	Niedersachsen	DE923	Hameln-Pyrmont	DE92	Hannover	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3254000	Hildesheim	1208.35	276640	Hildesheim	2	3254000	Hildesheim	0	2	2	Städtischer Kreis	1	Städtischer Raum	308	Hildesheim	2	Region mit Verstädterungsansätzen	20	Hildesheim	30	Niedersachsen	DE925	Hildesheim	DE92	Hannover	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3255000	Holzminden	694.24	71144	Holzminden	2	3255000	Holzminden	0	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	305	Göttingen	2	Region mit Verstädterungsansätzen	21	Holzminden	30	Niedersachsen	DE926	Holzminden	DE92	Hannover	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3256000	Nienburg (Weser)	1400.79	121470	Nienburg/Weser	2	3256000	Nienburg (Weser)	0	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	307	Hannover	1	Städtische Region	22	Nienburg	30	Niedersachsen	DE927	Nienburg (Weser)	DE92	Hannover	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3257000	Schaumburg	675.69	157883	Stadthagen	2	3257000	Schaumburg	0	2	2	Städtischer Kreis	1	Städtischer Raum	307	Hannover	1	Städtische Region	23	Stadthagen	30	Niedersachsen	DE928	Schaumburg	DE92	Hannover	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3351000	Celle	1550.82	178764	Celle	2	3351000	Celle	0	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	313	Südheide	3	Ländliche Region	24	Celle	30	Niedersachsen	DE931	Celle	DE93	Lüneburg	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3352000	Cuxhaven	2058.97	198100	Cuxhaven	2	3352000	Cuxhaven	0	2	4	Dünn besiedelter ländlicher Kreis	2	Ländlicher Raum	303	Bremerhaven	2	Region mit Verstädterungsansätzen	43	Bremerhaven	30	Niedersachsen	DE932	Cuxhaven	DE93	Lüneburg	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
3353000	Harburg	1248.57	251511	Winsen/Luhe	2	3353000	Harburg	0	2	2	Städtischer Kreis	1	Städtischer Raum	306	Hamburg-Umland-Süd	3	Ländliche Region	8	Hamburg	30	Niedersachsen	DE933	Harburg	DE93	Lüneburg	3	Niedersachsen	1	West																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																		
